ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultpaymentnextmonth
19024,39735.56557,2,2,1,42,2,2,0,0,2,0,,27204,28234,28272,2407.591793,28182,0,2000,54327.99691,1976.525476,969,1208,1
19025,,2,,2,26,0,,-2,,,-2,23758,0,,0,-10691.88415,0,0,0,14187.50022,305.2601224,0,,0
19026,,2,,2,28,,2,,0,2,0,209176,215231,,186201,169765.382,,11000,54,,,,3312,0
19027,101581.7419,,2,,29,,0,,0,0,,63899,,49814,45292,,,2500,2500,,2927.542616,,2000,1
19028,60824.83288,2,,1,,0,0,0,0,0,0,29265,28901,28883,,28051.55237,22760,2000,1655,-1121.653236,1629.285163,688,0,0
19029,248013.6054,,,2,,,0,,,0,0,238855,241711,,,225087.5211,219218,,7481,1671.840502,5335.503351,,13350,0
19030,-4242.940079,2,1,1,45,2,0,0,0,0,0,26155,27196,28445,26766,35928.75605,,1482,1731,-1526.565516,733.058625,1800,1200,1
19031,54787.57998,2,3,3,49,0,0,,0,0,2,49402,50361,48762,49671,9882.364246,19501,1800,2110,,-1035.217814,0,750,0
19032,65028.69271,2,2,2,34,0,0,,0,0,0,47303,48427,48069,49081,60221.5293,,2807,3008,,-1276.57158,2000,,0
19033,,,-2,-2,,,-3,2,6,-3,14,,,,28000,,27343,0,3600,-11406.92978,37298.88277,,1139,1
19034,,2,2,1,45,0,0,0,0,0,0,30788,,,27216,27478.99247,30692,,1762,-953.6460991,111.0089654,5739,1577,1
19035,489619.9345,2,2,,42,0,0,-2,-2,0,-2,149838,0,,0,-1657.852469,0,0,0,,-633.5448075,,0,0
19036,2785239.73,-2,-2,-1,-41,-10,-1,,0,-1,1,,25330,26620,,768988.6124,,1500,2000,-4495.096628,,2000,0,0
19037,53711.99555,2,2,1,36,0,0,,0,0,0,49872,32918,33998,,20379.44624,14362,1600,2500,5957.373827,453.6762624,1000,1000,0
19038,99860.68095,2,,2,22,,0,-2,-2,0,-2,,0,,0,-4748.256768,0,,0,-816.1287507,-949.0736073,,,0
19039,94720.61416,2,,2,26,0,0,,0,0,,45069,43310,40275,37800,18992.20485,,,2500,4649.620997,5085.271065,,3000,0
19040,38577.07563,,,2,26,1,2,2,2,2,0,13890,15374,16141,,,16757,,1300,-924.3524494,664.0049893,1100,1000,1
19041,153872.1277,,,,43,0,0,0,0,0,0,125403,,107782,,73584.90371,76584,5018,5081,2321.150515,5285.073341,4049,,0
19042,,2,2,1,23,,-1,0,0,-1,0,14465,48796,50206,50831,,43224,50295,2500,2611.861156,5848.201028,1500,1600,0
19043,6456570.356,-2,-2,,-23,,2,2,0,2,2,14871,,16892,18013,1519648.959,19859,2850,0,-2872.309845,11411.8279,1000,0,0
19044,3611301,-2,,-2,,-3,-1,7,12,-1,5,68850,,0,0,-124866.6406,0,0,,-6195.027329,-47845.92309,0,0,1
19045,,-2,,-2,-29,-3,-3,0,0,-3,,-11,-11,-11,-11,,9532,,0,8618.863382,80565.0518,9566,,1
19046,74198.00114,2,,1,30,,0,,0,0,0,,6973,7235,8248,21202.17385,8589,1106,,,1149.563331,,373,0
19047,337024.8947,2,,1,39,0,0,0,0,0,0,94384,46006,48123,50195,51320.3866,55963,,3000,4400.065834,3732.71486,5000,,0
19048,11162404.69,-2,-2,-1,,0,0,0,0,0,,80903,83900,,,,88400,5000,5000,3954.011047,36660.85517,4000,4500,0
19049,232191.8398,2,,1,,,0,0,0,0,0,47109,47930,53615,55117,,63229,,,-1845.198293,,7000,,0
19050,95544.57217,2,1,1,,3,4,,4,4,3,98094,101614,101072,105252,111742.0411,100884,6000,1900,1821.568231,-1861.776226,0,0,1
19051,-9673.996555,,,2,30,3,2,,0,2,0,,,,19111,7708.505211,13562,0,2346,-3448.556319,,271,0,1
19052,269330.0786,2,1,1,31,-1,,0,0,,0,555,8078,27201,27879,19468.1839,39206,8078,20000,,-1720.824822,12000,0,0
19053,,2,2,1,,,2,,2,2,4,15803,15252,18093,18499,,19999,0,,-2803.57651,5885.880044,0,0,1
19054,130457.9773,,3,1,,0,0,,0,0,0,,75329,64228,49103,43919.72428,49701,,,2761.592033,,1800,2000,1
19055,21225.8325,,2,,42,,,0,0,,0,30640,,28405,27959,20802.9337,,1746,1800,4714.806672,,,1200,0
19056,103845.9641,2,3,,35,2,,2,2,,2,,52163,51060,54200,57387.8931,55903,,0,502.3292082,-832.5491721,,2200,1
19057,37764.5251,2,2,,38,0,0,,2,0,0,26664,29803,30766,,,,3582,,2130.58132,2842.614388,1034,2667,0
19058,3611301,,-1,,-25,0,5,2,-4,5,-1,97271,88596,89218,,-2249158.525,41221,0,4950,-12597.475,-4175.75542,1400,,0
19059,39116.05349,,1,2,25,0,0,,,0,,,47278,44993,,30604.59743,29636,2500,4000,318.3103446,93.75092356,,1300,0
19060,,,2,1,27,2,0,0,0,0,0,,64961,66334,70312,50368.54998,70027,2907,3014,-1396.796734,2097.540642,2700,2800,1
19061,,-2,,,-27,-2,2,-2,,2,-3,,8280,,1999,193603.7465,0,1028,,742.1194731,28073.05815,,0,0
19062,123983.842,2,5,,,0,0,0,0,0,0,152105,137472,,95094,51416.42767,35383,6300,4500,,559.9685301,2000,,0
19063,,2,1,2,29,0,0,0,0,0,0,130261,95550,96273,91059,83297.41272,,3474,4000,,6329.124749,8000,,0
19064,93865.02182,2,1,,31,,0,,0,0,0,63820,60697,61139,56609,37528.85302,43471,5000,4000,,1103.224412,3000,2000,0
19065,3364671.845,-2,-2,,-31,1,2,2,0,2,0,28933,30109,29349,29400,1684560.449,0,,0,3707.16573,,0,,1
19066,,,2,1,,,2,0,0,2,2,70381,68660,70081,70899,85849.18891,,0,3126,165.8462504,7090.550168,0,3000,1
19067,26120.76484,2,2,,41,,0,0,0,0,0,,21484,,2424,,0,1176,1049,4132.678943,671.2072406,0,0,0
19068,99771.88015,2,,1,,0,0,0,,0,0,34572,35173,35828,36126,35292.87357,36957,1849,1894,10425.6997,-209.3237306,,1327,0
19069,72323.38103,2,2,1,,0,0,0,,0,0,48050,47238,,,22048.34013,28834,2000,1871,12052.93121,-228.6375396,,1040,0
19070,538026.002,-2,,-1,-35,-9,-10,,2,-10,10,,27160,26444,28694,-513637.4193,29930,1800,0,-2087.182317,,,0,1
19071,111537.1734,2,1,1,35,0,0,0,0,0,0,,12092,15516,,,18363,2519,3643,2817.158702,481.8145407,689,1000,0
19072,278524.4709,2,3,1,39,0,0,0,,0,0,152735,149672,140068,140367,147532.3837,146578,6627,,-32.89385837,4688.080555,7000,5000,0
19073,90565.35949,2,2,1,35,,0,0,0,0,0,21093,14418,17217,16486,12078.95739,19021,1256,3445,2278.562752,4453.336659,,1003,0
19074,30365.21894,,2,1,33,0,,,0,,0,4101,157,30321,29225,33440.82812,28850,172,33635,1576.896355,-3538.26218,958,1353,0
19075,271970.5656,2,1,,37,,0,0,,0,0,174971,161671,156296,156248,131794.7473,122649,10000,,2137.07633,5792.121811,,,0
19076,163771.8563,2,,1,39,1,2,0,0,2,,161105,145908,119161,120662,121270.4457,125098,,6000,3057.985653,,0,6000,0
19077,,,2,1,,0,0,,0,0,,137664,140869,144954,,,81022,5500,6704,,,3890,3500,0
19078,,-2,,-1,-40,-5,-1,-6,-1,-1,-1,40467,41495,42520,42997,2126891.793,43976,2000,2000,-4594.956045,25362.6486,3434,,1
19079,,2,3,,45,0,,0,0,,0,3740,,5008,5627,1519.738494,6677,1100,1091,1408.67176,3323.477594,,1000,0
19080,4426063.105,-2,-1,-2,-29,0,0,0,0,0,0,66867,,54263,,1666726.662,,3020,5040,104.5269136,,12000,5000,0
19081,13275312.56,-2,,,-29,,0,0,0,0,0,217220,,197027,198293,,,,10292,1920.1812,113318.0867,14300,10000,0
19082,487023.8332,,1,2,31,-2,-2,,-2,-2,-2,0,0,,0,-7817.612435,0,0,0,,,0,0,0
19083,3611301,-2,-3,,-32,-2,1,-4,11,1,0,14180,10856,10822,,-967862.4271,12676,3000,2000,-12329.92358,8951.691691,2000,3000,0
19084,,-2,-3,-2,,2,,2,0,,2,,26021,24419,23541,,,4000,,,,0,,0
19085,288826.2468,2,3,2,34,,-1,,0,-1,-1,,7929,7667,,39069.28065,,8000,0,,,33920,0,0
19086,55352.44758,2,1,1,29,0,0,0,0,0,0,68494,68532,69475,69582,64271.57445,,3200,,482.2691378,3724.13868,,2940,0
19087,,2,2,1,37,0,0,,0,0,0,88275,78089,75159,76602,72523.93047,78588,2800,3333,2925.081563,,,3500,0
19088,,2,3,1,,,2,0,0,2,,59077,55607,54882,53894,45122.26491,,0,2700,1539.973722,4328.203935,4300,,1
19089,-16849.87604,2,,2,27,-1,2,0,0,2,2,20556,19403,13536,17623,34025.6292,10243,,2072,-1840.519308,-455.9948631,0,10000,0
19090,243584.4695,2,1,2,31,0,,,0,,0,229398,,206210,208752,215980.2878,,8720,9000,4857.826911,,7751,,0
19091,67029.85666,2,3,1,,0,,-1,0,,0,5219,6747,19948,,3402.592778,,3092,19948,1043.573904,3604.466328,1002,2102,0
19092,50879.29767,2,2,3,31,2,2,3,2,2,,39193,42816,,43335,29607.012,,4600,,235.3744094,,1800,1200,0
19093,136635.3535,,2,1,34,0,,0,0,,,146661,,,142730,141154.3776,,6800,6600,3274.746243,5537.274748,4900,5100,0
19094,141013.7275,2,3,1,45,0,,0,0,,,47372,,42306,,41660.33994,,2000,2100,1616.949781,-1265.765276,1486,,0
19095,11914.72766,2,2,,37,0,0,0,0,0,0,,20240,,18699,5378.861314,,,1630,,3345.381021,2000,742,0
19096,,,,2,45,0,0,0,0,0,,57711,58760,49576,,17089.01335,12543,2500,2384,5629.791082,158.0052241,,2000,0
19097,51278.26742,2,2,1,,0,,0,0,,0,40596,41632,42687,40614,23470.41376,,,2047,,-1185.47477,1048,,0
19098,,2,1,2,25,0,0,,0,0,2,,26996,28056,29584,47641.89786,30952,1500,1500,,,0,3000,0
19099,,2,1,1,27,,2,,0,2,3,71965,,71794,73125,82821.76749,,0,,-336.4436415,14152.42957,0,,0
19100,137917.1553,2,1,2,27,0,0,0,,0,-1,10064,10551,,,4059.125963,1051,2000,2000,3414.454699,334.6938991,,569,0
19101,-153511.3994,-2,-3,-2,,1,2,2,2,2,,6616,6364,,8913,-326590.5909,9628,0,1800,2691.87494,20246.51088,1300,1900,1
19102,-3856.724573,,2,1,49,2,0,0,0,0,0,2240,,4116,5280,4718.347721,5605,1057,,361.7464119,-425.2267686,,205,0
19103,109810.2342,,,,45,0,0,0,-2,0,,11547,9836,0,,-9103.159395,0,5000,0,6685.76065,3411.260873,0,,0
19104,57408.37303,2,2,1,40,1,3,2,0,3,,36291,35385,31558,31664,20494.81868,,,0,24788.80246,-1180.068656,0,0,1
19105,,2,2,1,39,2,0,0,2,0,0,11436,12439,,15819,2568.392055,16666,1500,,26046.61462,,1500,2000,1
19106,,2,2,1,49,2,,0,,,,114273,115302,111906,,109728.1314,,6000,6000,-980.1738274,1441.608733,,3000,1
19107,146421.037,2,1,2,,-2,-2,-2,-2,-2,,0,0,,,-4779.606904,0,,0,10235.66957,-5087.081244,,0,0
19108,,2,3,1,28,0,0,,0,0,0,113125,,31613,,11931.56509,,,,3721.081516,,0,,0
19109,606159.2693,2,,1,29,-2,-2,-2,-1,-2,0,0,0,,1387,,3014,0,0,,4174.258485,1000,,1
19110,,2,,1,30,0,0,0,,0,0,25661,30196,69429,167640,152952.3825,172989,,40000,-2669.83384,1349.829462,,5958,0
19111,102961.6755,2,,1,35,0,,-1,,,0,13865,5128,6911,8774,18688.37605,9824,2054,6911,6843.703989,,,1000,0
19112,107611.402,2,2,1,28,,,0,0,,0,,19678,,,,10231,,1500,,2951.433075,400,,0
19113,167692.097,2,1,2,28,0,-1,-1,-1,-1,,,2201,923,1751,-6119.414239,873,2209,923,9425.207724,,873,984,0
19114,211194.3618,2,1,2,30,-1,-1,,-1,-1,-1,7631,5583,5583,,4951.144481,5500,5583,5583,3871.183266,4654.835956,5500,5823,0
19115,,,2,1,31,-2,-2,-2,-2,-2,-2,,,,0,3025.11727,,0,0,,,0,0,0
19116,28205.84044,2,3,1,36,1,2,-1,2,2,-1,8910,7438,6242,4789,,,,,604.7728791,,30006,1221,0
19117,117901.2534,,3,1,28,0,,0,0,,0,93623,,93778,86416,60494.1459,51931,3440,5017,-658.1380975,879.9526171,,42800,0
19118,,,3,1,44,,0,0,2,0,2,7661,,10860,12380,14235.55656,0,1457,,,-1178.657233,0,0,0
19119,74110.35093,2,3,2,42,0,0,0,,0,0,,49816,49457,49071,46627.24215,47746,1784,,9295.433692,,1655,1687,0
19120,89416.73343,,,2,35,0,0,0,,0,,22514,,,,30692.89235,25102,1378,1723,7400.379386,422.8200393,1056,,0
19121,,2,,1,34,,0,0,0,0,0,,59832,45054,,,39389,,,4508.691334,76372.17136,,62282,0
19122,112866.4153,2,2,1,49,0,-1,-1,-1,-1,0,,5325,,29628,24817.4946,3723,5325,,15578.93929,,,3513,0
19123,217684.2044,2,2,,,0,0,0,0,0,0,150204,153189,156406,159650,174829.4208,167790,5479,5682,7642.043106,5095.996821,6790,6235,0
19124,487475.6972,2,1,2,32,-2,-2,,,-2,-2,1249,142,5965,991,2442.213533,,,6001,13772.995,2019.944335,,,0
19125,134381.2862,2,2,2,32,0,0,0,0,0,0,49760,39332,17563,10122,12238.6513,,2538,2000,1245.617438,-3486.419881,1000,64411,0
19126,,-2,-2,-1,-39,,2,-1,,2,-1,,5624,5333,5333,366275.6767,21348,0,5333,1944.847649,67902.61664,,5333,1
19127,84802.48193,2,2,2,26,2,0,0,,0,0,66087,,69007,61845,69059.59422,,3120,3303,-483.4912214,815.2864706,,,1
19128,190815.9324,2,1,2,31,,0,,0,0,,,136809,140664,,140157.1943,151410,,6000,6549.833473,,6000,5500,0
19129,55525.16259,2,3,1,45,0,0,0,0,0,0,,42376,20009,20877,18274.03095,18769,1611,1700,,4838.114079,1000,,0
19130,50840.91335,2,3,1,44,1,2,0,0,2,0,39466,,29503,,39145.07757,29798,0,1802,3322.239888,,1189,1230,0
19131,112399.8992,2,,2,30,2,2,2,2,2,2,15979,,,,28605.15944,21454,2000,0,,597.0662341,2000,0,1
19132,297585.5011,2,2,1,33,0,0,0,0,0,0,62951,64491,65692,64969,,66428,,5000,-3148.004278,4543.725524,,6000,0
19133,3611301,-2,-3,-1,-32,-3,-2,12,6,-2,2,,,712,1025,,,0,712,-10437.79338,-47376.25389,0,821,1
19134,62847.63756,2,,1,,2,2,2,0,2,0,46843,49378,48052,48573,32172.52999,28205,4310,,4072.498769,1248.247863,985,,0
19135,361760.759,2,,,34,-1,,0,,,0,,107295,108299,103487,97397.48877,84387,75000,30000,,5643.837951,5000,5000,0
19136,57328.54677,2,2,1,,0,0,,,0,0,26253,27256,,29212,36854.77485,30000,1444,1660,,-2315.452212,,0,0
19137,,,3,,34,1,-2,-2,,-2,-2,0,0,0,0,801.5706039,0,0,,,-3558.537398,0,0,0
19138,409820.0447,2,3,,35,0,0,0,0,0,0,18341,,16678,16650,18144.98779,17074,,3000,1530.746556,,2000,,0
19139,3611301,-2,,-2,-34,14,4,9,0,4,0,,1232,,,191301.8347,312,1232,291,-3499.294148,3802.164647,312,576,1
19140,247398.9587,,2,1,37,1,1,-2,-2,1,0,,-15910,-15910,-15910,35063.64322,13977,,0,482.6112883,35438.95135,,656,0
19141,137203.1545,2,2,1,,0,0,,0,0,-1,27720,14413,13484,,1264.532335,3583,5000,,,-1179.533734,6774,0,0
19142,,2,3,1,43,-2,-2,-2,,-2,-1,8443,13782,,24209,,,13829,22997,-533.2246024,,4000,,0
19143,,,,2,27,-1,0,0,0,0,0,,,31236,66091,25545.61457,,5000,10000,377.1979463,5791.906842,,464,0
19144,131798.4449,2,,2,31,0,0,,0,0,,137326,,137950,140254,,,6400,6600,13582.50468,7857.345009,5300,6000,0
19145,41161.7062,2,,1,32,0,,0,0,,0,58091,58247,59495,58832,,58066,2700,2800,-2365.595319,,2500,2300,0
19146,125538.111,2,1,1,40,2,2,2,2,2,2,63422,,63179,67467,,69309,3000,,16532.9276,485.3874769,4600,3000,1
19147,,2,5,1,41,-2,-2,-2,,-2,-2,1662,13877,,5546,-8490.742629,1801,13934,,,,1801,,0
19148,207944.6465,2,3,2,29,-1,-1,-1,-1,-1,,5555,7485,12555,,-1574.625098,,7485,12625,-728.6119676,,0,,0
19149,118356.4384,2,3,1,,,0,0,,0,,104691,103655,85761,87336,48741.22476,40242,,,2469.56921,-1125.88125,2000,2000,0
19150,68696.21924,2,1,1,36,1,2,,0,2,2,18514,19913,19310,,19164.20044,21680,2000,,-4674.583566,,0,,1
19151,277459.2416,2,2,1,,0,0,,0,0,-2,,240715,246000,-150,,-150,11250,10950,-2420.758037,-890.9820241,,672,0
19152,93528.27949,2,2,1,,,0,0,0,0,,70613,71421,72932,74422,71318.29583,,2006,2100,527.2552111,4108.146395,2195,,0
19153,162971.7378,,3,2,47,0,0,0,0,0,0,132093,129831,126485,124547,117784.9497,117368,5000,,,,5000,5000,0
19154,36927.59103,2,2,2,42,,0,0,0,0,0,46566,,49322,50618,17918.7776,14217,2000,,-1136.337454,2136.973069,600,600,0
19155,,2,2,1,37,,0,0,,0,0,,52513,43726,22738,22611.58246,20328,1973,1890,1486.656159,29785.1163,567,506,0
19156,17326648.74,-2,,-1,-43,3,8,8,2,8,-2,1457,1799,5029,3103,233943.3031,690,1808,5054,80.23334814,15355.09847,693,,1
19157,363793.4635,2,1,2,,,,,-2,,-2,3272,,0,0,,0,7008,,,,,,0
19158,,2,,2,39,0,0,0,0,0,0,,84526,82078,,,28611,5000,,-1270.545612,,6000,5000,0
19159,19915.70339,2,3,1,46,0,,0,0,,,48796,48797,,,6056.492225,,2000,2000,-4055.639183,-2416.309798,0,,0
19160,387497.7752,2,2,1,43,-2,-2,-2,-2,-2,-2,0,,,0,9129.934417,0,,0,1618.971546,1161.155932,0,0,0
19161,252703.8042,2,2,,,,,-1,,,,1026,3751,4366,5602,,,3751,4366,2837.029517,,1026,1026,0
19162,3611301,-2,,-1,,-1,9,,-1,9,-3,1948,,552,6360,-65208.22857,6054,599,552,-3774.197888,3760.139639,6054,0,1
19163,,,,1,,0,0,0,0,0,0,244377,244394,244535,244518,,241125,,10000,70.59108043,6344.603674,9031,9000,0
19164,,2,3,1,,0,0,2,0,0,0,255751,275156,,261263,261745.768,254941,33010,0,-1739.010877,10691.23485,8500,8300,0
19165,232321.628,2,2,1,33,,-2,-2,,-2,,2125,3405,2131,2131,-6301.021154,0,3411,2131,,-394.2221988,0,,0
19166,,2,1,2,34,0,0,0,0,0,0,108016,,,163957,,,,8000,-3499.96198,9381.315907,5500,,0
19167,135134.9045,,2,,35,,0,0,0,0,0,6137,7040,3861,4869,9118.730106,5070,1053,1073,4807.16329,521.0820887,,185,0
19168,193546.6934,2,3,2,33,,2,2,,2,2,51979,51016,54736,,53981.90029,,,5000,3906.493536,5549.16558,1900,2200,1
19169,193696.3639,2,,1,40,-1,-1,,-1,-1,-1,,-660,,4890,-7223.144841,4644,0,5000,-415.9876818,4024.180754,,1000,0
19170,,2,3,1,36,-1,,,-1,,-1,,,476,476,2456.187807,1075,476,,1025.244536,118.8809415,1075,876,0
19171,,,2,1,43,0,0,0,,0,,135390,134974,132242,122832,,,6329,,8126.787695,,38663,2350,0
19172,65898.01454,,3,2,,,0,,0,0,0,70621,69821,68683,68771,59894.08182,49674,2506,3500,127822.9641,5378.37767,2001,2102,0
19173,6772561.029,-2,-2,-1,,0,0,0,0,0,0,92189,88832,89762,77986,2963500.589,66983,3252,,,-4726.385186,1945,2184,1
19174,149449.9305,2,3,1,35,-2,-1,2,-1,-1,,600,660,,330,-10495.64545,740,660,0,-1138.927174,,740,,0
19175,157406.63,2,3,1,39,0,0,-1,,0,,102358,103698,1048,1048,9125.699959,,4671,1048,-1958.346186,,1221,1048,0
19176,,-2,-3,-1,-48,1,11,-3,-10,11,,-100,100,0,,-183577.2018,0,200,,-806.0507405,,,0,1
19177,62263.27708,2,2,1,36,,,,-1,,-1,816,1419,1845,1799,-7220.68534,,1423,1856,,1530.821547,0,0,0
19178,143746.1527,2,2,1,44,-2,-2,-2,-2,-2,-2,7096,1323,8457,,-4005.25063,7312,,8457,-471.1912813,5905.690598,7312,21740,0
19179,188860.9796,2,3,1,41,2,2,2,2,2,0,,100094,101204,98680,,102750,,3582,6033.74756,5307.268499,3731,,1
19180,204091.3486,2,2,1,34,,0,0,0,0,0,,26137,18177,16866,32741.07724,7615,1526,3006,5614.443943,6153.853051,2000,935,0
19181,150222.6568,2,2,1,,0,,0,,,,,136269,139337,,115046.4048,88833,5007,,4428.971461,4816.450606,4009,,0
19182,13228.05128,2,1,2,35,0,0,0,0,0,0,,10834,15251,,2401.19507,15222,,,-1849.371795,-4524.804326,6000,3000,0
19183,,2,3,1,40,0,0,0,,0,0,93287,91031,,87919,74108.28996,84794,3230,3500,-1130.577373,2350.501017,3100,3400,0
19184,,2,2,1,40,-2,-2,-2,-2,-2,-2,390,390,,390,-23001.81812,390,390,780,1661.958783,,390,390,1
19185,5924.008343,2,1,2,22,0,0,0,0,0,0,18390,19760,18570,17604,4350.730125,9517,2000,,5772.290223,,,1500,0
19186,50143.22389,,2,,24,0,0,0,,0,,33602,,30777,30155,15575.31499,1579,10096,3000,84644.02921,,1579,2882,0
19187,3611301,-2,-2,-2,,1,-10,-4,,-10,12,34752,30073,24315,3724,-1794629.733,11280,30073,24315,2600.454269,-371797.5946,11280,31266,1
19188,261296.8936,2,,1,,0,0,,0,0,0,,335000,322462,312973,251122.2414,251413,12429,11254,533.2598751,11416.34657,,9284,0
19189,452248.1176,,2,1,37,,-2,-2,,-2,-2,4904,5248,5344,5058,-17942.7657,,5332,5348,4582.568192,,,4697,0
19190,177215.3892,,3,,43,,2,,0,2,0,,116014,119576,123551,111727.6668,133262,0,5000,6393.552581,8068.772739,5000,,0
19191,77140.05067,,2,1,,0,0,0,0,0,0,27121,53680,20476,21781,18316.98026,16657,,1700,2099.842843,-1285.437484,702,600,0
19192,2894140.481,-2,-2,-1,-38,0,0,0,-1,0,0,20606,18750,,,,30626,2000,0,,90463.36357,,16,0
19193,164158.4154,,,1,38,,-2,-2,-2,-2,,2571,2772,2571,,-3561.620433,2571,2772,2571,-2090.01557,2967.989082,2571,2571,0
19194,215143.315,2,,2,32,0,0,0,0,0,0,118532,121068,119122,121402,117356.7447,116749,6000,4500,1706.442809,5922.724096,4400,4500,0
19195,,,2,,33,1,1,,2,1,,363944,385726,,,353973.1024,354579,29540,74,,19750.76943,,12800,0
19196,5818653.478,-2,-1,-2,-27,-1,14,3,8,14,0,,16789,12946,20650,1198649.975,2529,1547,,8300.441227,344800.7087,2529,0,1
19197,28412.00426,2,1,2,28,-1,,-1,-1,,0,1460,,,12931,,1589,1625,3556,758.3763882,2171.949246,0,691,0
19198,523792.5908,2,,,35,-2,-2,-2,-2,-2,-2,,22370,7303,,,25996,22372,,2202.078638,50302.87656,,4420,0
19199,299132.3944,2,2,,40,-1,,,,,-2,2470,,,,81.61147384,0,,0,2855.84885,,,,0
19200,,2,2,2,32,0,,,0,,0,,8400,5654,6285,18774.9443,,6151,4110,5192.520499,5299.569954,0,16744,1
19201,-7961.657344,,2,1,46,,,,2,,,11698,13189,14663,16109,,,2000,2000,,3243.67882,,1000,1
19202,39226.05952,2,,1,43,-1,-1,-1,-1,-1,,,1291,3898,1681,2521.694217,0,1291,,355.1937695,,0,0,0
19203,264833.4783,2,2,,36,0,0,,0,0,,183797,168402,,,133625.6112,,6083,5913,5780.554094,6609.442821,,5119,0
19204,91529.43379,2,2,2,22,-1,0,0,0,0,0,858,,,2884,9413.354777,28788,,1036,,-6414.506505,26045,1513,0
19205,28347.39363,2,,2,24,,0,,2,0,0,17372,,20567,19928,30094.92563,19408,1500,,-2846.698251,,1000,,0
19206,114766.3367,,1,2,24,0,0,0,0,0,0,110176,56378,57572,,67569.45892,,2700,2700,7281.929163,52.95405753,3000,2300,0
19207,,2,2,1,25,2,2,2,,2,2,23888,26966,27640,26897,28603.87159,29645,3800,1400,40657.68882,-928.3646223,2300,1114,1
19208,176127.0479,2,,2,,0,0,0,,0,0,,120998,120582,112819,92859.85112,107776,5837,4278,12594.92944,1298.055346,,,0
19209,,2,,,30,0,0,0,,0,,,,,106195,112659.8003,,,,1869.708935,2015.296514,4000,4000,0
19210,,2,,,,-2,,-2,,,-2,0,0,,0,-11815.53372,0,,0,4233.715711,3479.525164,,,0
19211,339154.6951,2,,2,31,0,0,0,0,0,0,14015,15377,16393,14855,21046.34602,9628,2000,1300,5532.241635,,,2000,0
19212,249601.9077,2,,2,29,,-1,,-1,-1,0,0,162,1129,,,1130,,,6210.440687,-744.4633221,0,,0
19213,106334.5611,2,,1,31,2,2,0,0,2,0,,91196,89779,89214,77679.81261,88724,3500,4400,,4812.544342,4000,4000,0
19214,,2,1,2,,-2,-2,-2,,-2,-2,6024,2180,2750,,7373.623961,2000,2180,2750,,,,,0
19215,146478.6651,2,2,2,34,,,4,4,,5,103389,108189,112968,117613,128281.4137,129616,8000,8000,,12915.06349,10000,5000,0
19216,68371.14731,2,,2,27,0,0,0,0,0,,23690,22413,17399,,-5408.474268,14134,1283,1584,-901.9157325,603.0756269,662,489,0
19217,,2,2,2,,-1,,0,0,,0,1496,,32672,34087,41742.52533,45043,35007,,4276.911533,4623.516671,10000,2000,0
19218,173469.3846,2,,2,40,0,0,,0,0,0,132563,,,137121,150056.981,141859,,5047,1195.370194,,5105,,0
19219,225691.9365,,2,,35,,,0,,,,,37465,,,,8419,,,,-597.7302883,,1000,0
19220,,2,3,1,34,,,-2,-2,,-2,-75,,21180,-20,,4045,29089,,,-12.38776339,4065,0,0
19221,,2,,,47,,2,2,,2,,25893,30628,29368,27769,27546.47623,,5501,22,38881.41014,2998.284089,2000,2039,1
19222,,2,,1,,0,-1,-1,0,-1,0,18768,3736,119340,134194,71689.03647,78760,,119356,11710.94215,8537.16003,30032,4005,0
19223,273493.0468,2,1,1,42,0,0,0,0,0,0,172886,175152,,,179854.1448,176939,6232,12104,2638.478247,10085.25177,6417,6502,0
19224,343201.0937,2,1,2,38,,-2,-2,-2,-2,-2,0,,0,,10158.82303,,,0,3319.707989,4645.275504,0,0,1
19225,,-2,-3,-2,-45,0,,-1,-1,,0,94373,2230,609,-3261,,,2230,609,,490841.5039,3000,105100,0
19226,,2,,1,38,-1,-1,-1,-1,-1,0,788,165,1520,413,6208.648678,,,1520,4711.601268,,0,,0
19227,20006.08292,,,2,,0,0,0,0,0,0,,,14399,15408,,17082,1520,,1491.619803,4331.854732,1609,1500,0
19228,132761.862,,2,1,32,0,0,0,,0,0,52825,52711,50440,47945,28864.25942,15735,3000,5007,4014.302274,,5000,10000,0
19229,37231.73215,2,,,32,-1,-1,-1,-2,-1,-2,3684,,5831,2083,4513.484778,3874,2911,5842,10287.66633,2101.247473,3874,3201,0
19230,206743.6517,2,2,1,41,1,-2,-2,-2,-2,-2,0,,0,0,5662.308026,0,0,0,236.7089619,,0,,0
19231,86846.97749,,3,,,,-2,,,-2,-2,,0,0,0,9182.319428,2947,0,0,4956.795619,-1185.094021,2947,4193,0
19232,50938.216,2,2,1,38,-1,-1,-1,-1,-1,,,,,1338,-506.2623172,757,0,2267,19108.99783,1747.192454,757,0,0
19233,69861.18823,2,3,,42,0,,0,,,,26012,27175,27822,,29401.77799,28852,,,885.7045799,-3006.52853,,629,1
